order_id,order_date,ship_date,ship_mode,customer_id
CA-2015-163468,09.11.2015,20.11.2015,First Class,KA-CON-C-1586
CA-2015-163468,09.11.2015,20.11.2015,First Class,KA-CON-C-1587
CA-2015-163468,10.11.2015,20.11.2015,First Class,KA-CON-C-1588
CA-2015-163468,10.11.2015,20.11.2015,First Class,KA-CON-C-1589
CA-2015-163552,10.11.2015,15.11.2015,Standard Class,AR-COR-E-1590
CA-2015-163552,10.11.2015,15.11.2015,Standard Class,AR-COR-E-1591
CA-2015-163552,10.11.2015,15.11.2015,Standard Class,AR-COR-E-1592
CA-2015-163552,10.11.2015,15.11.2015,Standard Class,AR-COR-E-1593
CA-2015-163552,10.11.2015,15.11.2015,Standard Class,AR-COR-E-1594
CA-2015-163559,10.11.2015,18.11.2015,Second Class,TO-CON-E-1595
CA-2015-163650,10.11.2015,21.11.2015,First Class,TH-CON-E-1596
CA-2015-163650,10.11.2015,21.11.2015,First Class,TH-CON-E-1597
CA-2015-163748,10.11.2015,11.11.2015,Standard Class,GL-CON-C-1598
CA-2015-163748,10.11.2015,11.11.2015,Standard Class,GL-CON-C-1599
CA-2015-163867,11.11.2015,12.11.2015,First Class,EI-CON-C-1600
CA-2015-163867,11.11.2015,12.11.2015,First Class,EI-CON-C-1601
CA-2015-163867,11.11.2015,12.11.2015,First Class,EI-CON-C-1602
CA-2015-164182,11.11.2015,21.11.2015,Standard Class,TO-CON-E-1603
CA-2015-164182,11.11.2015,21.11.2015,Standard Class,TO-CON-E-1604
CA-2015-164182,11.11.2015,21.11.2015,Standard Class,TO-CON-E-1605
CA-2015-164182,11.11.2015,21.11.2015,Standard Class,TO-CON-E-1606
CA-2015-164210,11.11.2015,17.11.2015,Second Class,WE-CON-W-1607
CA-2015-164210,11.11.2015,17.11.2015,Second Class,WE-CON-W-1608
CA-2015-164224,11.11.2015,13.11.2015,Second Class,TR-CON-E-1609
CA-2015-164224,11.11.2015,13.11.2015,Second Class,TR-CON-E-1610
CA-2015-164259,11.11.2015,12.11.2015,First Class,PA-COR-E-1611
CA-2015-164315,11.11.2015,21.11.2015,Standard Class,DO-CON-S-1612
CA-2015-164315,11.11.2015,21.11.2015,Standard Class,DO-CON-S-1613
CA-2015-164315,11.11.2015,21.11.2015,Standard Class,DO-CON-S-1614
CA-2015-164385,11.11.2015,16.11.2015,Second Class,BR-COR-E-1615
CA-2015-164469,11.11.2015,23.11.2015,Second Class,KE-COR-W-1616
CA-2015-164469,11.11.2015,23.11.2015,Second Class,KE-COR-W-1617
CA-2015-164469,11.11.2015,23.11.2015,Second Class,KE-COR-W-1618
CA-2015-164721,11.11.2015,21.11.2015,Second Class,WO-COR-W-1619
CA-2015-164721,11.11.2015,21.11.2015,Second Class,WO-COR-W-1620
CA-2015-164721,11.11.2015,21.11.2015,Second Class,WO-COR-W-1621
CA-2015-164742,11.11.2015,17.11.2015,Second Class,LI-COR-E-1622
CA-2015-164742,11.11.2015,17.11.2015,Second Class,LI-COR-E-1623
CA-2015-164749,11.11.2015,22.11.2015,First Class,GE-CON-S-1624
CA-2015-164861,11.11.2015,17.11.2015,Second Class,CL-COR-C-1625
CA-2015-164903,12.11.2015,23.11.2015,Standard Class,RO-HOM-W-1626
CA-2015-164910,12.11.2015,21.11.2015,Second Class,MO-COR-S-1627
CA-2015-164973,12.11.2015,24.11.2015,Standard Class,MA-HOM-E-1628
CA-2015-164973,12.11.2015,24.11.2015,Standard Class,MA-HOM-E-1629
CA-2015-164973,12.11.2015,24.11.2015,Standard Class,MA-HOM-E-1630
CA-2015-164973,12.11.2015,24.11.2015,Standard Class,MA-HOM-E-1631
CA-2015-164973,12.11.2015,24.11.2015,Standard Class,MA-HOM-E-1632
CA-2015-165309,12.11.2015,24.11.2015,Standard Class,DA-CON-C-1633
CA-2015-165309,12.11.2015,24.11.2015,Standard Class,DA-CON-C-1634
CA-2015-165309,12.11.2015,24.11.2015,Standard Class,DA-CON-C-1635
CA-2015-165309,12.11.2015,24.11.2015,Standard Class,DA-CON-C-1636
CA-2015-165309,14.11.2015,24.11.2015,Standard Class,DA-CON-C-1637
CA-2015-165309,14.11.2015,24.11.2015,Standard Class,DA-CON-C-1638
CA-2015-165309,14.11.2015,24.11.2015,Standard Class,DA-CON-C-1639
CA-2015-165379,14.11.2015,20.11.2015,Standard Class,MO-COR-C-1640
CA-2015-165379,14.11.2015,20.11.2015,Standard Class,MO-COR-C-1641
CA-2015-165393,14.11.2015,26.11.2015,First Class,CA-CON-C-1642
CA-2015-165428,14.11.2015,20.11.2015,First Class,LE-CON-C-1643
CA-2015-165428,14.11.2015,20.11.2015,First Class,LE-CON-C-1644
CA-2015-165477,15.11.2015,18.11.2015,Second Class,EM-CON-E-1645
CA-2015-165540,15.11.2015,24.11.2015,Standard Class,MA-CON-C-1646
CA-2015-165568,15.11.2015,19.11.2015,Standard Class,FR-COR-W-1647
CA-2015-165764,15.11.2015,25.11.2015,Standard Class,HO-CON-S-1648
CA-2015-165764,15.11.2015,25.11.2015,Standard Class,HO-CON-S-1649
CA-2015-165764,15.11.2015,25.11.2015,Standard Class,HO-CON-S-1650
CA-2015-165764,15.11.2015,25.11.2015,Standard Class,HO-CON-S-1651
CA-2015-165806,15.11.2015,15.11.2015,Same Day,MI-HOM-S-1652
CA-2015-165806,16.11.2015,16.11.2015,Same Day,MI-HOM-S-1653
CA-2015-165974,16.11.2015,21.11.2015,Standard Class,LA-CON-E-1654
CA-2015-166051,16.11.2015,28.11.2015,Standard Class,KA-CON-S-1655
CA-2015-166051,16.11.2015,28.11.2015,Standard Class,KA-CON-S-1656
CA-2015-166086,16.11.2015,21.11.2015,Standard Class,TR-CON-E-1657
CA-2015-166086,16.11.2015,21.11.2015,Standard Class,TR-CON-E-1658
CA-2015-166086,16.11.2015,21.11.2015,Standard Class,TR-CON-E-1659
CA-2015-166086,16.11.2015,21.11.2015,Standard Class,TR-CON-E-1660
CA-2015-166191,16.11.2015,27.11.2015,Second Class,KE-COR-C-1661
CA-2015-166191,16.11.2015,27.11.2015,Second Class,KE-COR-C-1662
CA-2015-166457,17.11.2015,20.11.2015,Second Class,FU-CON-S-1663
CA-2015-166457,17.11.2015,20.11.2015,Second Class,FU-CON-S-1664
CA-2015-166457,17.11.2015,20.11.2015,Second Class,FU-CON-S-1665
CA-2015-166471,17.11.2015,23.11.2015,Standard Class,GR-HOM-W-1666
CA-2015-166471,17.11.2015,23.11.2015,Standard Class,GR-HOM-W-1667
CA-2015-166555,17.11.2015,26.11.2015,First Class,KU-CON-E-1668
CA-2015-166590,17.11.2015,27.11.2015,Standard Class,CH-COR-C-1669
CA-2015-166590,17.11.2015,27.11.2015,Standard Class,CH-COR-C-1670
CA-2015-166716,17.11.2015,18.11.2015,Second Class,RE-CON-C-1671
CA-2015-166730,17.11.2015,27.11.2015,First Class,DI-CON-S-1672
CA-2015-166744,17.11.2015,29.11.2015,Standard Class,NO-CON-E-1673
CA-2015-166744,17.11.2015,29.11.2015,Standard Class,NO-CON-E-1674
CA-2015-166744,17.11.2015,29.11.2015,Standard Class,NO-CON-E-1675
CA-2015-166863,18.11.2015,28.11.2015,Standard Class,CR-CON-C-1676
CA-2015-166863,18.11.2015,28.11.2015,Standard Class,CR-CON-C-1677
CA-2015-166863,18.11.2015,28.11.2015,Standard Class,CR-CON-C-1678
CA-2015-166863,18.11.2015,28.11.2015,Standard Class,CR-CON-C-1679
CA-2015-166863,18.11.2015,28.11.2015,Standard Class,CR-CON-C-1680
CA-2015-166863,18.11.2015,28.11.2015,Standard Class,CR-CON-C-1681
CA-2015-166863,18.11.2015,28.11.2015,Standard Class,CR-CON-C-1682
CA-2015-166884,18.11.2015,26.11.2015,Second Class,KA-CON-E-1683
CA-2015-166884,18.11.2015,26.11.2015,Second Class,KA-CON-E-1684
CA-2015-166891,18.11.2015,21.11.2015,First Class,CO-CON-E-1685
CA-2015-166954,18.11.2015,19.11.2015,Standard Class,TH-HOM-W-1686
CA-2015-166954,18.11.2015,19.11.2015,Standard Class,TH-HOM-W-1687
CA-2015-166954,18.11.2015,19.11.2015,Standard Class,TH-HOM-W-1688
CA-2015-166961,18.11.2015,24.11.2015,Standard Class,DE-HOM-W-1689
CA-2015-166961,18.11.2015,24.11.2015,Standard Class,DE-HOM-W-1690
CA-2015-166961,18.11.2015,24.11.2015,Standard Class,DE-HOM-W-1691
CA-2015-166961,18.11.2015,24.11.2015,Standard Class,DE-HOM-W-1692
CA-2015-166989,18.11.2015,29.11.2015,Standard Class,MA-HOM-E-1693
CA-2015-166989,18.11.2015,29.11.2015,Standard Class,MA-HOM-E-1694
CA-2015-167164,18.11.2015,28.11.2015,Second Class,GR-CON-W-1695
CA-2015-167199,19.11.2015,24.11.2015,Standard Class,ET-HOM-S-1696
CA-2015-167199,19.11.2015,24.11.2015,Standard Class,ET-HOM-S-1697
CA-2015-167199,19.11.2015,24.11.2015,Standard Class,ET-HOM-S-1698
CA-2015-167199,19.11.2015,24.11.2015,Standard Class,ET-HOM-S-1699
CA-2015-167199,19.11.2015,24.11.2015,Standard Class,ET-HOM-S-1700
CA-2015-167199,19.11.2015,24.11.2015,Standard Class,ET-HOM-S-1701
CA-2015-167199,19.11.2015,24.11.2015,Standard Class,ET-HOM-S-1702
CA-2015-167360,19.11.2015,01.12.2015,Second Class,BI-CON-C-1703
CA-2015-167486,19.11.2015,22.11.2015,Standard Class,O'-COR-E-1704
CA-2015-167724,19.11.2015,22.11.2015,Standard Class,FE-HOM-E-1705
CA-2015-167850,19.11.2015,27.11.2015,Standard Class,GE-COR-S-1706
CA-2015-167850,19.11.2015,27.11.2015,Standard Class,GE-COR-S-1707
CA-2015-167927,19.11.2015,25.11.2015,Standard Class,PR-CON-C-1708
CA-2015-167927,20.11.2015,25.11.2015,Standard Class,PR-CON-C-1709
CA-2015-167927,20.11.2015,25.11.2015,Standard Class,PR-CON-C-1710
CA-2015-167927,20.11.2015,25.11.2015,Standard Class,PR-CON-C-1711
CA-2015-167927,20.11.2015,25.11.2015,Standard Class,PR-CON-C-1712
CA-2015-167927,21.11.2015,25.11.2015,Standard Class,PR-CON-C-1713
CA-2015-167927,21.11.2015,25.11.2015,Standard Class,PR-CON-C-1714
CA-2015-167927,21.11.2015,25.11.2015,Standard Class,PR-CON-C-1715
CA-2015-167997,21.11.2015,01.12.2015,First Class,AD-COR-C-1716
CA-2015-167997,21.11.2015,01.12.2015,First Class,AD-COR-C-1717
CA-2015-168130,21.11.2015,21.11.2015,Same Day,SH-COR-E-1718
CA-2015-168158,21.11.2015,28.11.2015,Standard Class,MO-HOM-W-1719
CA-2015-168305,21.11.2015,26.11.2015,Standard Class,LU-HOM-W-1720
CA-2015-168305,21.11.2015,26.11.2015,Standard Class,LU-HOM-W-1721
CA-2015-168312,22.11.2015,03.12.2015,Standard Class,WE-CON-C-1722
CA-2015-168312,22.11.2015,03.12.2015,Standard Class,WE-CON-C-1723
CA-2015-168368,22.11.2015,24.11.2015,Second Class,AR-CON-C-1724
CA-2015-168368,22.11.2015,24.11.2015,Second Class,AR-CON-C-1725
CA-2015-168368,22.11.2015,24.11.2015,Second Class,AR-CON-C-1726
CA-2015-168368,22.11.2015,24.11.2015,Second Class,AR-CON-C-1727
CA-2015-168368,22.11.2015,24.11.2015,Second Class,AR-CON-C-1728
CA-2015-168368,22.11.2015,24.11.2015,Second Class,AR-CON-C-1729
CA-2015-168473,23.11.2015,04.12.2015,Standard Class,BL-CON-E-1730
CA-2015-168494,23.11.2015,05.12.2015,Second Class,PR-CON-W-1731
CA-2015-168494,23.11.2015,05.12.2015,Second Class,PR-CON-W-1732
CA-2015-168494,23.11.2015,05.12.2015,Second Class,PR-CON-W-1733
CA-2015-168592,23.11.2015,26.11.2015,Standard Class,PA-HOM-W-1734
CA-2015-168592,23.11.2015,26.11.2015,Standard Class,PA-HOM-W-1735
CA-2015-168592,23.11.2015,26.11.2015,Standard Class,PA-HOM-W-1736
CA-2015-168823,23.11.2015,27.11.2015,First Class,AB-HOM-E-1737
CA-2015-168823,23.11.2015,27.11.2015,First Class,AB-HOM-E-1738
CA-2015-168984,23.11.2015,01.12.2015,Standard Class,WE-CON-W-1739
CA-2015-168984,23.11.2015,01.12.2015,Standard Class,WE-CON-W-1740
CA-2015-168984,23.11.2015,01.12.2015,Standard Class,WE-CON-W-1741
CA-2015-169019,24.11.2015,01.12.2015,Standard Class,FO-CON-C-1742
CA-2015-169019,24.11.2015,01.12.2015,Standard Class,FO-CON-C-1743
CA-2015-169019,24.11.2015,01.12.2015,Standard Class,FO-CON-C-1744
CA-2015-169019,24.11.2015,01.12.2015,Standard Class,FO-CON-C-1745
CA-2015-169019,24.11.2015,01.12.2015,Standard Class,FO-CON-C-1746
CA-2015-169019,24.11.2015,01.12.2015,Standard Class,FO-CON-C-1747
CA-2015-169033,24.11.2015,27.11.2015,Standard Class,MI-CON-E-1748
CA-2015-169061,24.11.2015,29.11.2015,Second Class,BI-CON-E-1749
CA-2015-169061,24.11.2015,29.11.2015,Second Class,BI-CON-E-1750
CA-2015-169061,24.11.2015,29.11.2015,Second Class,BI-CON-E-1751
CA-2015-169061,24.11.2015,29.11.2015,Second Class,BI-CON-E-1752
CA-2015-169061,24.11.2015,29.11.2015,Second Class,BI-CON-E-1753
CA-2015-169257,24.11.2015,27.11.2015,Standard Class,VI-CON-S-1754
CA-2015-169257,24.11.2015,27.11.2015,Standard Class,VI-CON-S-1755
CA-2015-169446,24.11.2015,04.12.2015,Standard Class,GO-CON-C-1756
CA-2015-169446,24.11.2015,04.12.2015,Standard Class,GO-CON-C-1757
CA-2015-169446,24.11.2015,04.12.2015,Standard Class,GO-CON-C-1758
CA-2015-169460,24.11.2015,27.11.2015,Second Class,FJ-HOM-W-1759
CA-2015-169642,24.11.2015,03.12.2015,Second Class,BL-COR-W-1760
CA-2015-169649,25.11.2015,04.12.2015,Standard Class,SE-COR-C-1761
CA-2015-169649,25.11.2015,04.12.2015,Standard Class,SE-COR-C-1762
CA-2015-169684,25.11.2015,27.11.2015,First Class,HO-COR-S-1763
CA-2015-169684,25.11.2015,27.11.2015,First Class,HO-COR-S-1764
CA-2015-169726,25.11.2015,02.12.2015,Standard Class,HO-CON-W-1765
CA-2015-169775,25.11.2015,29.11.2015,Second Class,AK-CON-S-1766
CA-2015-169775,25.11.2015,29.11.2015,Second Class,AK-CON-S-1767
CA-2015-169775,25.11.2015,29.11.2015,Second Class,AK-CON-S-1768
CA-2015-169803,25.11.2015,04.12.2015,Standard Class,CO-COR-W-1769
CA-2015-169803,25.11.2015,04.12.2015,Standard Class,CO-COR-W-1770
CA-2015-169852,25.11.2015,29.11.2015,Standard Class,FO-COR-W-1771
CA-2016-100146,25.11.2015,28.11.2015,Standard Class,BE-COR-W-1772
CA-2016-100146,25.11.2015,28.11.2015,Standard Class,BE-COR-W-1773
CA-2016-100146,25.11.2015,28.11.2015,Standard Class,BE-COR-W-1774
CA-2016-100146,25.11.2015,28.11.2015,Standard Class,BE-COR-W-1775
CA-2016-100216,25.11.2015,04.12.2015,First Class,JA-HOM-W-1776
CA-2016-100216,26.11.2015,04.12.2015,First Class,JA-HOM-W-1777
CA-2016-100251,26.11.2015,02.12.2015,Standard Class,VI-CON-E-1778
CA-2016-100251,26.11.2015,02.12.2015,Standard Class,VI-CON-E-1779
CA-2016-100454,26.11.2015,01.12.2015,Standard Class,MO-COR-E-1780
CA-2016-100454,26.11.2015,01.12.2015,Standard Class,MO-COR-E-1781
CA-2016-100454,26.11.2015,01.12.2015,Standard Class,MO-COR-E-1782
CA-2016-100545,26.11.2015,06.12.2015,Standard Class,MA-CON-E-1783
CA-2016-100573,26.11.2015,28.11.2015,Standard Class,MC-CON-W-1784
CA-2016-100657,26.11.2015,28.11.2015,Standard Class,WO-CON-E-1785
CA-2016-100685,26.11.2015,06.12.2015,Second Class,MC-COR-C-1786
CA-2016-100685,26.11.2015,06.12.2015,Second Class,MC-COR-C-1787
CA-2016-100685,26.11.2015,06.12.2015,Second Class,MC-COR-C-1788
CA-2016-100734,26.11.2015,06.12.2015,Standard Class,CH-COR-E-1789
CA-2016-100734,26.11.2015,06.12.2015,Standard Class,CH-COR-E-1790
CA-2016-100769,27.11.2015,27.11.2015,Same Day,HO-HOM-S-1791
CA-2016-100818,27.11.2015,03.12.2015,Second Class,MO-COR-C-1792
CA-2016-100818,28.11.2015,03.12.2015,Second Class,MO-COR-C-1793
CA-2016-100818,28.11.2015,03.12.2015,Second Class,MO-COR-C-1794
CA-2016-100818,28.11.2015,03.12.2015,Second Class,MO-COR-C-1795
CA-2016-100888,28.11.2015,03.12.2015,Standard Class,HA-CON-S-1796
CA-2016-101000,28.11.2015,09.12.2015,Standard Class,GI-CON-E-1797
CA-2016-101007,28.11.2015,03.12.2015,Second Class,ST-COR-C-1798
CA-2016-101091,28.11.2015,08.12.2015,Second Class,WO-CON-E-1799
CA-2016-101091,28.11.2015,08.12.2015,Second Class,WO-CON-E-1800
CA-2016-101126,28.11.2015,04.12.2015,Second Class,BA-COR-E-1801
CA-2016-101154,28.11.2015,09.12.2015,First Class,ME-CON-W-1802
CA-2016-101707,28.11.2015,30.11.2015,Standard Class,FO-CON-W-1803
CA-2016-101707,28.11.2015,30.11.2015,Standard Class,FO-CON-W-1804
CA-2016-101707,28.11.2015,30.11.2015,Standard Class,FO-CON-W-1805
CA-2016-101868,29.11.2015,09.12.2015,Standard Class,JO-CON-S-1806
CA-2016-101868,29.11.2015,09.12.2015,Standard Class,JO-CON-S-1807
CA-2016-101868,29.11.2015,09.12.2015,Standard Class,JO-CON-S-1808
CA-2016-101889,29.11.2015,30.11.2015,Standard Class,BR-COR-E-1809
CA-2016-101889,29.11.2015,30.11.2015,Standard Class,BR-COR-E-1810
CA-2016-101910,30.11.2015,04.12.2015,Standard Class,DA-CON-W-1811
CA-2016-101924,30.11.2015,02.12.2015,Standard Class,BL-COR-W-1812
CA-2016-102016,30.11.2015,06.12.2015,Standard Class,MA-CON-E-1813
CA-2016-102016,30.11.2015,06.12.2015,Standard Class,MA-CON-E-1814
CA-2016-102016,01.12.2015,06.12.2015,Standard Class,MA-CON-E-1815
CA-2016-102016,01.12.2015,06.12.2015,Standard Class,MA-CON-E-1816
CA-2016-102016,01.12.2015,06.12.2015,Standard Class,MA-CON-E-1817
CA-2016-102016,01.12.2015,06.12.2015,Standard Class,MA-CON-E-1818
CA-2016-102036,01.12.2015,11.12.2015,Standard Class,SI-CON-W-1819
CA-2016-102260,01.12.2015,10.12.2015,Standard Class,JA-HOM-S-1820
CA-2016-102260,01.12.2015,10.12.2015,Standard Class,JA-HOM-S-1821
CA-2016-102260,01.12.2015,10.12.2015,Standard Class,JA-HOM-S-1822
CA-2016-102260,01.12.2015,10.12.2015,Standard Class,JA-HOM-S-1823
CA-2016-102260,01.12.2015,10.12.2015,Standard Class,JA-HOM-S-1824
CA-2016-102281,01.12.2015,08.12.2015,First Class,PA-HOM-E-1825
CA-2016-102281,01.12.2015,08.12.2015,First Class,PA-HOM-E-1826
CA-2016-102281,02.12.2015,08.12.2015,First Class,PA-HOM-E-1827
CA-2016-102281,02.12.2015,08.12.2015,First Class,PA-HOM-E-1828
CA-2016-102281,02.12.2015,08.12.2015,First Class,PA-HOM-E-1829
CA-2016-102316,02.12.2015,03.12.2015,Second Class,HA-COR-W-1830
CA-2016-102316,02.12.2015,03.12.2015,Second Class,HA-COR-W-1831
CA-2016-102491,02.12.2015,04.12.2015,Standard Class,WI-CON-S-1832
CA-2016-102491,02.12.2015,04.12.2015,Standard Class,WI-CON-S-1833
CA-2016-102491,02.12.2015,04.12.2015,Standard Class,WI-CON-S-1834
CA-2016-102582,02.12.2015,03.12.2015,Standard Class,WE-CON-S-1835
CA-2016-102582,02.12.2015,03.12.2015,Standard Class,WE-CON-S-1836
CA-2016-102582,02.12.2015,03.12.2015,Standard Class,WE-CON-S-1837
CA-2016-102722,02.12.2015,06.12.2015,First Class,WI-CON-S-1838
CA-2016-102778,02.12.2015,09.12.2015,First Class,HU-CON-S-1839
CA-2016-102806,02.12.2015,14.12.2015,Standard Class,GO-COR-E-1840
CA-2016-102848,03.12.2015,07.12.2015,Second Class,BE-COR-W-1841
CA-2016-102855,03.12.2015,03.12.2015,Same Day,FE-CON-W-1842
CA-2016-102855,04.12.2015,04.12.2015,Same Day,FE-CON-W-1843
CA-2016-102876,05.12.2015,14.12.2015,Standard Class,RY-COR-E-1844
CA-2016-102876,05.12.2015,14.12.2015,Standard Class,RY-COR-E-1845
CA-2016-102876,05.12.2015,14.12.2015,Standard Class,RY-COR-E-1846
CA-2016-103072,05.12.2015,07.12.2015,Second Class,WA-COR-C-1847
CA-2016-103072,05.12.2015,07.12.2015,Second Class,WA-COR-C-1848
CA-2016-103093,05.12.2015,09.12.2015,Standard Class,OL-CON-S-1849
CA-2016-103135,05.12.2015,09.12.2015,Standard Class,SC-HOM-S-1850
CA-2016-103135,05.12.2015,09.12.2015,Standard Class,SC-HOM-S-1851
CA-2016-103135,05.12.2015,09.12.2015,Standard Class,SC-HOM-S-1852
CA-2016-103135,05.12.2015,09.12.2015,Standard Class,SC-HOM-S-1853
CA-2016-103177,05.12.2015,09.12.2015,First Class,NA-CON-E-1854
CA-2016-103177,05.12.2015,09.12.2015,First Class,NA-CON-E-1855
CA-2016-103177,05.12.2015,09.12.2015,First Class,NA-CON-E-1856
CA-2016-103205,05.12.2015,10.12.2015,Second Class,JE-HOM-C-1857
CA-2016-103716,05.12.2015,06.12.2015,Standard Class,BL-COR-W-1858
CA-2016-103716,05.12.2015,06.12.2015,Standard Class,BL-COR-W-1859
CA-2016-103723,06.12.2015,18.12.2015,Standard Class,TH-HOM-W-1860
CA-2016-103772,06.12.2015,14.12.2015,Standard Class,PA-HOM-S-1861
CA-2016-103772,06.12.2015,14.12.2015,Standard Class,PA-HOM-S-1862
CA-2016-103793,06.12.2015,07.12.2015,Standard Class,VE-COR-S-1863
CA-2016-103835,06.12.2015,16.12.2015,Standard Class,CH-COR-W-1864
CA-2016-103835,06.12.2015,16.12.2015,Standard Class,CH-COR-W-1865
CA-2016-103870,06.12.2015,17.12.2015,Standard Class,PA-COR-S-1866
CA-2016-103870,06.12.2015,17.12.2015,Standard Class,PA-COR-S-1867
CA-2016-103870,06.12.2015,17.12.2015,Standard Class,PA-COR-S-1868
CA-2016-103870,06.12.2015,17.12.2015,Standard Class,PA-COR-S-1869
CA-2016-103870,06.12.2015,17.12.2015,Standard Class,PA-COR-S-1870
CA-2016-103933,07.12.2015,09.12.2015,First Class,RE-COR-E-1871
CA-2016-103954,07.12.2015,13.12.2015,Second Class,RE-HOM-C-1872
CA-2016-103961,07.12.2015,09.12.2015,Standard Class,GE-CON-C-1873
CA-2016-104038,07.12.2015,19.12.2015,First Class,OL-COR-S-1874
CA-2016-104038,08.12.2015,19.12.2015,First Class,OL-COR-S-1875
CA-2016-104052,08.12.2015,16.12.2015,First Class,PO-COR-C-1876
CA-2016-104059,08.12.2015,19.12.2015,Second Class,CA-HOM-E-1877
CA-2016-104115,08.12.2015,19.12.2015,Standard Class,HO-CON-S-1878
CA-2016-104129,08.12.2015,19.12.2015,Standard Class,SM-COR-E-1879
CA-2016-104129,08.12.2015,19.12.2015,Standard Class,SM-COR-E-1880
CA-2016-104241,08.12.2015,11.12.2015,Standard Class,GJ-COR-S-1881
CA-2016-104297,08.12.2015,14.12.2015,First Class,CU-HOM-E-1882
CA-2016-104346,08.12.2015,19.12.2015,Standard Class,MA-CON-W-1883
CA-2016-104346,08.12.2015,19.12.2015,Standard Class,MA-CON-W-1884
CA-2016-104346,08.12.2015,19.12.2015,Standard Class,MA-CON-W-1885
CA-2016-104346,08.12.2015,19.12.2015,Standard Class,MA-CON-W-1886
CA-2016-104346,08.12.2015,19.12.2015,Standard Class,MA-CON-W-1887
CA-2016-104346,09.12.2015,19.12.2015,Standard Class,MA-CON-W-1888
CA-2016-104346,09.12.2015,19.12.2015,Standard Class,MA-CON-W-1889
CA-2016-104346,09.12.2015,19.12.2015,Standard Class,MA-CON-W-1890
CA-2016-104346,09.12.2015,19.12.2015,Standard Class,MA-CON-W-1891
CA-2016-104486,09.12.2015,16.12.2015,Standard Class,O'-CON-W-1892
CA-2016-104486,09.12.2015,16.12.2015,Standard Class,O'-CON-W-1893
CA-2016-104486,09.12.2015,16.12.2015,Standard Class,O'-CON-W-1894
CA-2016-104493,09.12.2015,18.12.2015,Standard Class,BR-COR-W-1895
CA-2016-104514,10.12.2015,11.12.2015,Second Class,BE-COR-E-1896
CA-2016-104514,10.12.2015,11.12.2015,Second Class,BE-COR-E-1897
CA-2016-104514,10.12.2015,11.12.2015,Second Class,BE-COR-E-1898
CA-2016-104626,10.12.2015,17.12.2015,Standard Class,RA-HOM-E-1899
CA-2016-104626,10.12.2015,17.12.2015,Standard Class,RA-HOM-E-1900
CA-2016-104626,12.12.2015,17.12.2015,Standard Class,RA-HOM-E-1901
CA-2016-104626,12.12.2015,17.12.2015,Standard Class,RA-HOM-E-1902
CA-2016-104871,12.12.2015,21.12.2015,Standard Class,RA-HOM-C-1903
CA-2016-104941,12.12.2015,20.12.2015,Standard Class,HA-COR-S-1904
CA-2016-104941,12.12.2015,20.12.2015,Standard Class,HA-COR-S-1905
CA-2016-104941,12.12.2015,20.12.2015,Standard Class,HA-COR-S-1906
CA-2016-104941,12.12.2015,20.12.2015,Standard Class,HA-COR-S-1907
CA-2016-104948,12.12.2015,22.12.2015,Standard Class,HE-CON-W-1908
CA-2016-104948,12.12.2015,22.12.2015,Standard Class,HE-CON-W-1909
CA-2016-104948,13.12.2015,22.12.2015,Standard Class,HE-CON-W-1910
CA-2016-105102,13.12.2015,22.12.2015,Second Class,MU-COR-E-1911
CA-2016-105102,13.12.2015,22.12.2015,Second Class,MU-COR-E-1912
CA-2016-105102,13.12.2015,22.12.2015,Second Class,MU-COR-E-1913
CA-2016-105158,13.12.2015,18.12.2015,Standard Class,PA-COR-C-1914
CA-2016-105158,13.12.2015,18.12.2015,Standard Class,PA-COR-C-1915
CA-2016-105221,14.12.2015,15.12.2015,First Class,MI-HOM-E-1916
CA-2016-105221,14.12.2015,15.12.2015,First Class,MI-HOM-E-1917
CA-2016-105312,14.12.2015,25.12.2015,First Class,TI-CON-W-1918
CA-2016-105312,14.12.2015,25.12.2015,First Class,TI-CON-W-1919
CA-2016-105347,14.12.2015,25.12.2015,Standard Class,PO-CON-W-1920
CA-2016-105347,14.12.2015,25.12.2015,Standard Class,PO-CON-W-1921
CA-2016-105361,14.12.2015,24.12.2015,Standard Class,MC-CON-E-1922
CA-2016-105508,14.12.2015,22.12.2015,Standard Class,FR-CON-E-1923
CA-2016-105571,14.12.2015,24.12.2015,Standard Class,PH-COR-S-1924
CA-2016-105571,15.12.2015,24.12.2015,Standard Class,PH-COR-S-1925
CA-2016-105599,15.12.2015,15.12.2015,Same Day,CR-CON-E-1926
CA-2016-105599,15.12.2015,15.12.2015,Same Day,CR-CON-E-1927
CA-2016-105613,15.12.2015,21.12.2015,Standard Class,NU-HOM-C-1928
CA-2016-105613,15.12.2015,21.12.2015,Standard Class,NU-HOM-C-1929
CA-2016-105627,16.12.2015,23.12.2015,Standard Class,KA-CON-C-1930
CA-2016-105627,16.12.2015,23.12.2015,Standard Class,KA-CON-C-1931
CA-2016-105627,16.12.2015,23.12.2015,Standard Class,KA-CON-C-1932
CA-2016-105627,16.12.2015,23.12.2015,Standard Class,KA-CON-C-1933
CA-2016-105627,16.12.2015,23.12.2015,Standard Class,KA-CON-C-1934
CA-2016-105634,16.12.2015,17.12.2015,Standard Class,AB-CON-E-1935
CA-2016-105690,16.12.2015,26.12.2015,Second Class,AD-COR-C-1936
