order_id,sales,profit,profit_ratio,discount
CA-2016-141040,24,11,"0,45",0
CA-2016-141040,632,303,"0,48",0
CA-2016-141145,87,11,"0,13","0,2"
CA-2016-141243,7,1,"0,11","0,2"
CA-2016-141243,398,85,"0,21","0,2"
CA-2016-141243,1352,-438,"-0,32","0,32"
CA-2016-141250,102,-13,"-0,13","0,3"
CA-2016-141250,199,-9,"-0,04","0,3"
CA-2016-141327,6,-4,"-0,7","0,7"
CA-2016-141327,98,10,"0,1","0,2"
CA-2016-141327,336,25,"0,08","0,2"
CA-2016-141565,294,-59,"-0,2","0,2"
CA-2016-141565,1370,-913,"-0,67","0,7"
CA-2016-141593,6,3,"0,48",0
CA-2016-141593,34,12,"0,34","0,2"
CA-2016-141593,55,21,"0,38","0,2"
CA-2016-141593,274,10,"0,04","0,2"
CA-2016-141740,205,14,"0,07","0,1"
CA-2016-141754,12,4,"0,34","0,2"
CA-2016-141768,15,5,"0,33",0
CA-2016-141810,29,-47,"-1,6","0,8"
CA-2016-141810,345,39,"0,11","0,2"
CA-2016-141936,19,6,"0,34","0,2"
CA-2016-142027,370,-14,"-0,04","0,2"
CA-2016-142041,8,3,"0,35","0,2"
CA-2016-142055,38,18,"0,48",0
CA-2016-142139,21,7,"0,33","0,2"
CA-2016-142202,717,152,"0,21","0,2"
CA-2016-142237,3,-2,"-0,8","0,7"
CA-2016-142237,6,-5,"-0,73","0,7"
CA-2016-142237,11,1,"0,08","0,2"
CA-2016-142237,25,3,"0,14","0,2"
CA-2016-142237,290,36,"0,13","0,2"
CA-2016-142237,341,-73,"-0,21","0,3"
CA-2016-142377,86,40,"0,47",0
CA-2016-142419,30,13,"0,45",0
CA-2016-142419,98,34,"0,35","0,2"
CA-2016-142433,117,44,"0,38","0,2"
CA-2016-142454,70,19,"0,27",0
CA-2016-142454,104,28,"0,27",0
CA-2016-142475,590,207,"0,35","0,2"
CA-2016-142601,62,28,"0,45",0
CA-2016-142601,947,9,"0,01",0
CA-2016-142692,4,1,"0,31","0,2"
CA-2016-142734,128,3,"0,02","0,1"
CA-2016-142755,4,2,"0,47",0
CA-2016-142755,15,7,"0,49",0
CA-2016-142755,280,137,"0,49",0
CA-2016-142755,620,112,"0,18",0
CA-2016-142930,336,117,"0,35","0,2"
CA-2016-142937,45,5,"0,1","0,2"
CA-2016-142944,435,96,"0,22",0
CA-2016-142944,1120,378,"0,34","0,2"
CA-2016-142993,18,3,"0,19",0
CA-2016-142993,82,0,0,0
CA-2016-143077,7,-10,"-1,55","0,8"
CA-2016-143077,22,-10,"-0,48","0,6"
CA-2016-143105,7,3,"0,47",0
CA-2016-143105,41,19,"0,46",0
CA-2016-143105,185,85,"0,46",0
CA-2016-143105,800,250,"0,31","0,2"
CA-2016-143119,518,155,"0,3",0
CA-2016-143147,105,-4,"-0,04","0,3"
CA-2016-143147,106,-29,"-0,27","0,3"
CA-2016-143147,400,-80,"-0,2","0,4"
CA-2016-143238,46,18,"0,39",0
CA-2016-143364,18,7,"0,36","0,2"
CA-2016-143364,128,-192,"-1,5","0,7"
CA-2016-143364,273,-65,"-0,24","0,2"
CA-2016-143364,442,50,"0,11","0,2"
CA-2016-143490,120,34,"0,28",0
CA-2016-143490,219,19,"0,09","0,2"
CA-2016-143532,14,5,"0,34","0,2"
CA-2016-143602,14,5,"0,33","0,2"
CA-2016-143616,99,26,"0,26",0
CA-2016-143700,10,4,"0,35","0,2"
CA-2016-143882,43,16,"0,36","0,2"
CA-2016-143980,415,124,"0,3",0
CA-2016-144043,47,-3,"-0,06","0,2"
CA-2016-144099,4,2,"0,36","0,2"
CA-2016-144190,13,6,"0,48",0
CA-2016-144253,27,13,"0,48",0
CA-2016-144267,4,2,"0,45",0
CA-2016-144267,24,12,"0,49",0
CA-2016-144267,60,28,"0,47",0
CA-2016-144267,544,41,"0,08","0,2"
CA-2016-144274,13,6,"0,43",0
CA-2016-144274,17,8,"0,47",0
CA-2016-144274,39,19,"0,48",0
CA-2016-144274,44,21,"0,47",0
CA-2016-144274,308,89,"0,29",0
CA-2016-144288,9,3,"0,36","0,2"
CA-2016-144288,10,4,"0,35","0,2"
CA-2016-144302,6,-10,"-1,65","0,8"
CA-2016-144386,25,9,"0,35","0,2"
CA-2016-144519,64,22,"0,34",0
CA-2016-144519,340,42,"0,13","0,2"
CA-2016-144652,19,5,"0,26",0
CA-2016-144722,43,18,"0,42",0
CA-2016-144806,20,7,"0,34","0,2"
CA-2016-144806,86,10,"0,11","0,2"
CA-2016-144806,198,62,"0,31","0,2"
CA-2016-144806,206,49,"0,24","0,2"
CA-2016-144806,247,-59,"-0,24","0,2"
CA-2016-144890,10,5,"0,49",0
CA-2016-145065,8,4,"0,46",0
CA-2016-145065,24,9,"0,36","0,2"
CA-2016-145184,84,24,"0,28",0
CA-2016-145184,105,7,"0,07",0
CA-2016-145324,40,14,"0,36",0
CA-2016-145352,3,1,"0,27",0
CA-2016-145352,8,2,"0,26",0
CA-2016-145352,47,12,"0,25",0
CA-2016-145352,6355,3177,"0,5",0
CA-2016-145394,21,2,"0,08","0,2"
CA-2016-145394,35,-16,"-0,45","0,6"
CA-2016-145394,240,27,"0,11","0,2"
CA-2016-145401,14,5,"0,35","0,2"
CA-2016-145415,41,0,"0,01",0
CA-2016-145457,47,13,"0,28",0
CA-2016-145485,63,16,"0,25",0
CA-2016-145758,1036,269,"0,26",0
CA-2016-145814,6,2,"0,38","0,2"
CA-2016-145814,862,250,"0,29",0
CA-2016-145821,89,11,"0,13","0,2"
CA-2016-145828,53,-5,"-0,09","0,2"
CA-2016-145835,16,6,"0,35","0,2"
CA-2016-145835,222,17,"0,08","0,2"
CA-2016-145849,24,8,"0,34",0
CA-2016-145849,191,11,"0,06",0
CA-2016-146038,204,23,"0,11","0,2"
CA-2016-146087,302,60,"0,2",0
CA-2016-146255,30,15,"0,49",0
CA-2016-146255,69,33,"0,48",0
CA-2016-146255,120,53,"0,44",0
CA-2016-146255,588,171,"0,29",0
CA-2016-146262,24,9,"0,38","0,2"
CA-2016-146262,63,-15,"-0,23","0,4"
CA-2016-146262,90,4,"0,05","0,2"
CA-2016-146262,452,-244,"-0,54","0,5"
CA-2016-146262,1188,-950,"-0,8","0,7"
CA-2016-146290,126,35,"0,28",0
CA-2016-146465,24,8,"0,31","0,2"
CA-2016-146486,12,6,"0,47",0
CA-2016-146486,14,6,"0,43",0
CA-2016-146486,245,5,"0,02",0
CA-2016-146486,900,54,"0,06",0
CA-2016-146563,3,-4,"-1,55","0,8"
CA-2016-146563,724,-136,"-0,19","0,2"
CA-2016-146563,919,-118,"-0,13","0,3"
CA-2016-146563,999,125,"0,13","0,2"
CA-2016-146675,44,-5,"-0,11","0,2"
CA-2016-146675,1440,486,"0,34","0,2"
CA-2016-146696,8,3,"0,34","0,2"
CA-2016-146829,1,-2,"-1,7","0,8"
CA-2016-146948,12,5,"0,47",0
CA-2016-146948,137,63,"0,46",0
CA-2016-146948,151,44,"0,29",0
CA-2016-147011,14,4,"0,26","0,2"
CA-2016-147102,66,23,"0,35",0
CA-2016-147501,6,2,"0,34","0,2"
CA-2016-147501,558,42,"0,08","0,2"
CA-2016-147529,13,6,"0,49",0
CA-2016-147529,311,146,"0,47",0
CA-2016-147690,578,43,"0,07","0,2"
CA-2016-147788,16,8,"0,48",0
CA-2016-147788,323,61,"0,19",0
CA-2016-147788,1407,141,"0,1",0
CA-2016-147816,35,13,"0,38","0,2"
CA-2016-147830,102,-17,"-0,17","0,4"
CA-2016-147830,263,69,"0,26","0,2"
CA-2016-147830,1800,-2640,"-1,47","0,7"
CA-2016-147830,2025,608,"0,3","0,2"
CA-2016-147851,11,3,"0,31","0,2"
CA-2016-147879,46,21,"0,46",0
CA-2016-148180,9,3,"0,34","0,2"
CA-2016-148180,23,8,"0,36","0,2"
CA-2016-148180,99,26,"0,26",0
CA-2016-148250,13,6,"0,48",0
CA-2016-148250,134,35,"0,26",0
CA-2016-148376,22,10,"0,48",0
CA-2016-148376,107,31,"0,29",0
CA-2016-148432,7,3,"0,47",0
CA-2016-148432,26,1,"0,02",0
CA-2016-148495,32,10,"0,33",0
CA-2016-148628,33,15,"0,46",0
CA-2016-148635,9,0,"0,05",0
CA-2016-148635,13,6,"0,48",0
CA-2016-148635,562,28,"0,05","0,2"
CA-2016-148635,705,56,"0,08",0
CA-2016-148705,5,2,"0,35","0,2"
CA-2016-148712,11,3,"0,26",0
CA-2016-148712,62,21,"0,34","0,2"
CA-2016-148712,100,37,"0,37",0
CA-2016-148859,25,2,"0,06","0,2"
CA-2016-148873,3,-4,"-1,5","0,8"
CA-2016-148873,109,3,"0,02","0,2"
CA-2016-148964,20,8,"0,39",0
CA-2016-149083,13,6,"0,46",0
CA-2016-149083,160,58,"0,36",0
CA-2016-149083,307,-12,"-0,04","0,2"
CA-2016-149097,75,24,"0,32",0
CA-2016-149097,365,27,"0,08","0,2"
CA-2016-149300,33,-2,"-0,06","0,5"
CA-2016-149342,13,6,"0,48",0
CA-2016-149342,288,78,"0,27",0
CA-2016-149342,595,298,"0,5",0
CA-2016-149384,3,-2,"-0,67","0,7"
CA-2016-149517,61,19,"0,32",0
CA-2016-149566,13,6,"0,48",0
CA-2016-149566,39,18,"0,45",0
CA-2016-149587,13,6,"0,48",0
CA-2016-149587,33,16,"0,49",0
CA-2016-149587,53,17,"0,31",0
CA-2016-149601,16,2,"0,15",0
CA-2016-149601,78,22,"0,28",0
CA-2016-149636,2,-1,"-0,7","0,7"
CA-2016-149636,30,9,"0,31","0,2"
CA-2016-149650,454,-74,"-0,16","0,2"
CA-2016-149678,13,0,"0,03",0
CA-2016-149713,7,2,"0,3",0
CA-2016-149713,20,10,"0,49",0
CA-2016-149713,161,79,"0,49",0
CA-2016-149734,201,63,"0,31","0,2"
CA-2016-149748,8,3,"0,36",0
CA-2016-149748,62,17,"0,27",0
CA-2016-149748,275,135,"0,49",0
CA-2016-149811,32,16,"0,48",0
CA-2016-149811,40,20,"0,5",0
CA-2016-149846,8,4,"0,46",0
CA-2016-149846,105,29,"0,28",0
CA-2016-149846,776,58,"0,08","0,2"
CA-2016-149846,2973,334,"0,11","0,2"
CA-2016-149909,51,13,"0,26",0
CA-2016-149909,64,29,"0,45",0
CA-2016-149909,96,46,"0,48",0
CA-2016-149972,8,3,"0,32",0
CA-2016-149972,602,0,0,"0,2"
CA-2016-149993,11,4,"0,33",0
CA-2016-150196,19,9,"0,48",0
CA-2016-150308,246,22,"0,09","0,2"
CA-2016-150413,2,-3,"-1,65","0,8"
CA-2016-150441,11,6,"0,49",0
CA-2016-150511,19,9,"0,47",0
CA-2016-150560,197,96,"0,49",0
CA-2016-150714,14,-10,"-0,73","0,7"
CA-2016-150714,132,48,"0,36","0,2"
CA-2016-150714,147,48,"0,33","0,2"
CA-2016-150714,204,20,"0,1","0,2"
CA-2016-150714,719,-162,"-0,23","0,2"
CA-2016-150749,6,1,"0,26",0
CA-2016-150770,9,3,"0,29",0
CA-2016-150770,50,17,"0,35","0,2"
CA-2016-150770,62,22,"0,35","0,2"
CA-2016-150770,340,122,"0,36",0
CA-2016-150791,272,60,"0,22","0,1"
CA-2016-150875,305,23,"0,07","0,2"
CA-2016-150875,696,160,"0,23",0
CA-2016-151043,48,-1,"-0,03","0,2"
CA-2016-151253,64,17,"0,26",0
CA-2016-151253,89,8,"0,09","0,2"
CA-2016-151470,46,17,"0,36","0,2"
CA-2016-151547,89,10,"0,11","0,2"
CA-2016-151589,196,92,"0,47",0
CA-2016-151589,240,72,"0,3",0
CA-2016-151624,21,8,"0,38",0
CA-2016-151680,142,23,"0,16",0
CA-2016-151722,288,58,"0,2","0,2"
CA-2016-151785,7,2,"0,35","0,2"
CA-2016-151841,6,1,"0,13","0,2"
CA-2016-151841,44,3,"0,08","0,2"
CA-2016-151869,20,10,"0,48",0
CA-2016-151869,103,7,"0,07","0,1"
CA-2016-152513,23,7,"0,33","0,2"
CA-2016-152527,78,4,"0,05",0
CA-2016-152611,287,75,"0,26",0
CA-2016-152681,7,2,"0,3",0
CA-2016-152891,60,16,"0,27",0
CA-2016-152891,253,-32,"-0,13","0,2"
CA-2016-153038,18,6,"0,33","0,2"
CA-2016-153038,20,4,"0,18","0,2"
CA-2016-153038,56,19,"0,34","0,2"
CA-2016-153073,17,-7,"-0,43","0,6"
CA-2016-153108,24,7,"0,28",0
CA-2016-153108,61,16,"0,27",0
CA-2016-153220,16,7,"0,45",0
CA-2016-153325,59,27,"0,46",0
CA-2016-153381,15,7,"0,45",0
CA-2016-153381,1408,394,"0,28",0
CA-2016-153388,7,3,"0,5",0
CA-2016-153388,1005,-176,"-0,18","0,2"
CA-2016-153416,3,1,"0,31","0,2"
CA-2016-153416,19,9,"0,48",0
CA-2016-153416,91,30,"0,33","0,2"
CA-2016-153416,455,55,"0,12",0
CA-2016-153423,1218,457,"0,38","0,2"
CA-2016-153535,6,-5,"-0,77","0,7"
CA-2016-153535,163,20,"0,13","0,2"
CA-2016-153549,1167,131,"0,11","0,2"
CA-2016-153612,17,5,"0,29",0
CA-2016-153626,5,1,"0,16","0,2"
CA-2016-153717,3,1,"0,29",0
CA-2016-153717,17,8,"0,49",0
CA-2016-153717,74,20,"0,27",0
CA-2016-153717,161,21,"0,13",0
CA-2016-153738,38,17,"0,45",0
CA-2016-153752,174,50,"0,29",0
CA-2016-153794,266,80,"0,3",0
CA-2016-153878,58,16,"0,28",0
CA-2016-153878,272,76,"0,28",0
CA-2016-153906,86,3,"0,03",0
CA-2016-154144,55,27,"0,48",0
CA-2016-154200,52,15,"0,29",0
CA-2016-154284,52,-34,"-0,65","0,6"
CA-2016-154284,60,14,"0,24","0,2"
CA-2016-154284,601,137,"0,23","0,3"
CA-2016-154284,637,135,"0,21","0,2"
CA-2016-154291,98,49,"0,5",0
CA-2016-154291,359,39,"0,11",0
CA-2016-154326,135,65,"0,48",0
CA-2016-154326,140,27,"0,19",0
CA-2016-154326,700,196,"0,28",0
CA-2016-154340,56,16,"0,28",0
CA-2016-154620,349,35,"0,1","0,2"
CA-2016-154746,34,17,"0,5",0
CA-2016-154746,826,322,"0,39",0
CA-2016-154795,8,3,"0,35","0,2"
CA-2016-154795,14,4,"0,28","0,2"
CA-2016-154823,13,-9,"-0,7","0,7"
CA-2016-154823,26,-4,"-0,15","0,2"
CA-2016-154823,598,-43,"-0,07","0,3"
CA-2016-154886,120,43,"0,36",0
CA-2016-154900,3,2,"0,48",0
CA-2016-154900,23,10,"0,45",0
CA-2016-154921,187,88,"0,47",0
CA-2016-154956,1100,286,"0,26",0
CA-2016-154970,62,-7,"-0,11","0,2"
CA-2016-155040,80,35,"0,44",0
CA-2016-155054,8,4,"0,47",0
CA-2016-155054,30,13,"0,45",0
CA-2016-155054,68,15,"0,22",0
CA-2016-155068,11,2,"0,21","0,2"
CA-2016-155068,12,1,"0,09","0,2"
CA-2016-155068,56,-13,"-0,24","0,2"
CA-2016-155124,17,2,"0,1","0,2"
CA-2016-155145,8,3,"0,44",0
CA-2016-155306,6,2,"0,4",0
CA-2016-155306,12,6,"0,49",0
CA-2016-155306,323,129,"0,4",0
CA-2016-155306,784,69,"0,09","0,2"
CA-2016-155306,1448,420,"0,29",0
CA-2016-155334,5,2,"0,44",0
CA-2016-155334,11,4,"0,38","0,2"
CA-2016-155334,210,92,"0,44",0
CA-2016-155453,5,2,"0,36","0,2"
CA-2016-155586,2,1,"0,27",0
CA-2016-155586,16,7,"0,48",0
CA-2016-155586,36,16,"0,45",0
CA-2016-155600,37,12,"0,33","0,2"
CA-2016-155600,1598,-1065,"-0,67","0,7"
CA-2016-155635,49,24,"0,49",0
CA-2016-155761,46,5,"0,1","0,2"
CA-2016-155761,160,36,"0,23","0,2"
CA-2016-156013,24,9,"0,36","0,2"
CA-2016-156013,61,29,"0,47",0
CA-2016-156104,1000,450,"0,45",0
CA-2016-156118,16,5,"0,33","0,2"
CA-2016-156146,69,-15,"-0,21","0,2"
CA-2016-156146,106,9,"0,09","0,2"
CA-2016-156153,8,0,"0,04",0
CA-2016-156328,177,20,"0,11","0,2"
CA-2016-156335,14,7,"0,49",0
CA-2016-156335,64,20,"0,31",0
CA-2016-156335,105,52,"0,5",0
CA-2016-156377,4,-6,"-1,6","0,8"
CA-2016-156377,15,-11,"-0,78","0,6"
CA-2016-156440,44,15,"0,33",0
CA-2016-156482,6,2,"0,31",0
CA-2016-156482,284,82,"0,29",0
CA-2016-156482,1269,266,"0,21",0
CA-2016-156510,7,2,"0,33",0
CA-2016-156510,11,5,"0,48",0
CA-2016-156510,46,21,"0,46",0
CA-2016-156524,20,9,"0,46",0
CA-2016-156566,573,50,"0,09","0,2"
CA-2016-156608,4,-6,"-1,75","0,8"
CA-2016-156734,6,-4,"-0,73","0,7"
CA-2016-156734,21,7,"0,35","0,2"
CA-2016-156734,643,56,"0,09","0,2"
CA-2016-156755,465,121,"0,26",0
CA-2016-156853,185,85,"0,46",0
CA-2016-156923,36,16,"0,45",0
CA-2016-157028,8,3,"0,42",0
CA-2016-157035,34,17,"0,49",0
CA-2016-157084,676,84,"0,13","0,2"
CA-2016-157084,1266,557,"0,44",0
CA-2016-157133,152,-182,"-1,2","0,6"
CA-2016-157287,34,2,"0,05","0,2"
CA-2016-157287,423,0,0,"0,3"
CA-2016-157322,11,4,"0,34","0,2"
CA-2016-157322,69,6,"0,09","0,2"
CA-2016-157322,382,-93,"-0,24","0,3"
CA-2016-157322,408,-6,"-0,01","0,3"
CA-2016-157322,436,49,"0,11","0,2"
CA-2016-157343,8,1,"0,13","0,2"
CA-2016-157343,18,-12,"-0,67","0,7"
CA-2016-157343,26,9,"0,35","0,2"
CA-2016-157434,8,3,"0,36","0,2"
CA-2016-157770,29,10,"0,34","0,2"
CA-2016-157770,36,15,"0,42",0
CA-2016-157770,249,27,"0,11",0
CA-2016-157770,494,49,"0,1","0,2"
CA-2016-157805,556,42,"0,08","0,2"
CA-2016-157812,14,-21,"-1,5","0,8"
CA-2016-157812,18,5,"0,29","0,2"
CA-2016-157812,130,-26,"-0,2","0,2"
CA-2016-157959,137,41,"0,3",0
CA-2016-158148,36,11,"0,3",0
CA-2016-158323,17,1,"0,06","0,2"
CA-2016-158351,320,92,"0,29","0,2"
CA-2016-158421,15,7,"0,47",0
CA-2016-158421,24,12,"0,49",0
CA-2016-158421,64,6,"0,1",0
CA-2016-158421,86,24,"0,28",0
CA-2016-158421,114,33,"0,29",0
CA-2016-158421,122,57,"0,47",0
CA-2016-158421,630,176,"0,28",0
CA-2016-158421,888,18,"0,02",0
CA-2016-158421,1690,423,"0,25",0
CA-2016-158456,20,7,"0,36","0,2"
CA-2016-158456,46,22,"0,47",0
CA-2016-158491,120,36,"0,3",0
CA-2016-158491,990,396,"0,4",0
CA-2016-158554,11,4,"0,36","0,2"
CA-2016-158659,714,207,"0,29",0
CA-2016-158701,56,18,"0,31","0,2"
CA-2016-158701,87,24,"0,27",0
CA-2016-158792,22,10,"0,47",0
CA-2016-158918,17,8,"0,45",0
CA-2016-158939,600,234,"0,39",0
CA-2016-159380,13,6,"0,45",0
CA-2016-159380,26,12,"0,45",0
CA-2016-159534,24,12,"0,5",0
CA-2016-159534,50,17,"0,34","0,2"
CA-2016-159534,84,20,"0,24",0
CA-2016-159534,200,54,"0,27",0
CA-2016-159534,1088,354,"0,33","0,2"
CA-2016-159590,6,2,"0,28",0
CA-2016-159779,69,32,"0,47",0
CA-2016-159786,210,-14,"-0,07","0,4"
CA-2016-159863,134,7,"0,05","0,2"
CA-2016-160059,6,3,"0,49",0
CA-2016-160171,270,97,"0,36",0
CA-2016-160171,1641,459,"0,28",0
CA-2016-160213,19,9,"0,48",0
CA-2016-160227,2621,553,"0,21","0,1"
CA-2016-160472,26,12,"0,45",0
CA-2016-160472,35,10,"0,28",0
CA-2016-160472,98,46,"0,47",0
CA-2016-160472,107,49,"0,46",0
CA-2016-160472,141,38,"0,27",0
CA-2016-160472,831,125,"0,15",0
CA-2016-160696,7,1,"0,16","0,2"
CA-2016-160787,3,-2,"-0,7","0,7"
CA-2016-160794,27,10,"0,36","0,2"
CA-2016-160864,14,5,"0,38","0,2"
CA-2016-161214,78,22,"0,28",0
CA-2016-161242,12,6,"0,49",0
CA-2016-161263,1,0,"0,16","0,2"
CA-2016-161263,8,1,"0,16","0,2"
CA-2016-161263,10,-2,"-0,21","0,2"
CA-2016-161263,45,5,"0,1","0,2"
CA-2016-161263,55,-46,"-0,83","0,7"
CA-2016-161263,119,-28,"-0,23","0,4"
CA-2016-161445,141,12,"0,09","0,2"
CA-2016-161452,892,89,"0,1","0,2"
CA-2016-161627,170,-17,"-0,1","0,2"
CA-2016-161711,62,29,"0,47",0
CA-2016-161711,68,28,"0,41",0
CA-2016-161718,28,11,"0,4",0
CA-2016-161718,40,10,"0,26",0
CA-2016-161718,362,68,"0,19","0,1"
CA-2016-161718,364,8,"0,02","0,1"
CA-2016-161767,480,56,"0,12","0,4"
CA-2016-161795,3,0,"0,11","0,2"
CA-2016-161830,15,5,"0,36","0,2"
CA-2016-161830,36,10,"0,29",0
CA-2016-161998,41,5,"0,11","0,2"
CA-2016-161998,64,14,"0,23","0,2"
CA-2016-161998,173,11,"0,06","0,2"
CA-2016-162047,1449,209,"0,14","0,1"
CA-2016-162166,26,12,"0,45",0
CA-2016-162166,42,1,"0,02",0
CA-2016-162201,4,0,"0,08","0,2"
CA-2016-162201,9,3,"0,35","0,2"
CA-2016-162201,18,-13,"-0,73","0,7"
CA-2016-162201,42,13,"0,31","0,2"
CA-2016-162201,173,45,"0,26","0,2"
CA-2016-162201,173,54,"0,31","0,2"
CA-2016-162201,517,-6,"-0,01","0,2"
CA-2016-162369,323,61,"0,19",0
CA-2016-162376,17,5,"0,29",0
CA-2016-162376,60,28,"0,47",0
CA-2016-162537,11,5,"0,46",0
CA-2016-162537,24,9,"0,38",0
CA-2016-162537,33,13,"0,39",0
CA-2016-162537,37,10,"0,27",0
CA-2016-162544,5,2,"0,47",0
CA-2016-162607,15,5,"0,34","0,2"
CA-2016-162621,4,-8,"-1,75","0,8"
CA-2016-162621,16,-25,"-1,55","0,8"
CA-2016-162621,69,-15,"-0,21","0,2"
CA-2016-162761,2,-1,"-0,7","0,7"
CA-2016-162761,11,-9,"-0,77","0,7"
CA-2016-162761,37,7,"0,2","0,2"
CA-2016-162782,2542,1271,"0,5",0
CA-2016-162887,715,179,"0,25",0
CA-2016-162950,16,5,"0,35","0,2"
CA-2016-162950,483,-377,"-0,78","0,5"
CA-2016-162964,16,6,"0,36","0,2"
CA-2016-162964,65,-15,"-0,23","0,2"
CA-2016-162964,224,70,"0,31","0,2"
CA-2016-163055,2,1,"0,44",0
CA-2016-163055,22,0,"0,01",0
CA-2016-163055,622,137,"0,22",0
CA-2016-163090,41,3,"0,08","0,2"
CA-2016-163104,12,6,"0,49",0
CA-2016-163181,24,5,"0,23","0,2"
CA-2016-163181,32,-51,"-1,6","0,8"
CA-2016-163181,65,-84,"-1,3","0,6"
CA-2016-163181,85,-17,"-0,2","0,2"
CA-2016-163181,178,-29,"-0,16","0,2"
CA-2016-163181,288,34,"0,12","0,4"
CA-2016-163237,25,12,"0,47",0
CA-2016-163237,495,148,"0,3",0
CA-2016-163440,16,1,"0,08","0,2"
CA-2016-163587,17,8,"0,46",0
CA-2016-163587,672,316,"0,47",0
CA-2016-163734,229,14,"0,06","0,2"
CA-2016-163762,30,13,"0,42",0
CA-2016-163895,3,1,"0,34","0,2"
CA-2016-163923,152,36,"0,24",0
CA-2016-163965,7,-6,"-0,8","0,7"
CA-2016-163965,17,1,"0,07","0,2"
CA-2016-163965,63,-50,"-0,8","0,7"
CA-2016-163965,290,-36,"-0,13","0,2"
CA-2016-164007,2,1,"0,31","0,2"
CA-2016-164007,143,-394,"-2,75","0,8"
CA-2016-164084,6,2,"0,34","0,2"
CA-2016-164084,7,2,"0,33",0
CA-2016-164084,70,19,"0,27",0
CA-2016-164084,90,16,"0,18",0
CA-2016-164084,481,-120,"-0,25","0,4"
CA-2016-164301,3394,611,"0,18",0
CA-2016-164336,35,2,"0,06","0,2"
CA-2016-164336,39,-2,"-0,06","0,2"
CA-2016-164427,240,105,"0,44",0
CA-2016-164441,18,8,"0,45",0
CA-2016-164441,52,18,"0,34","0,2"
CA-2016-164497,45,15,"0,34",0
CA-2016-164539,523,141,"0,27",0
CA-2016-164567,226,23,"0,1","0,2"
CA-2016-164623,25,12,"0,47",0
CA-2016-164777,2804,0,0,"0,2"
CA-2016-164833,7,3,"0,47",0
CA-2016-164833,9,3,"0,33",0
CA-2016-164882,5,1,"0,25",0
CA-2016-164882,17,8,"0,46",0
CA-2016-164882,20,9,"0,47",0
CA-2016-164882,30,8,"0,27",0
CA-2016-164882,47,13,"0,27",0
CA-2016-164882,323,20,"0,06","0,2"
CA-2016-164882,398,124,"0,31","0,2"
CA-2016-164882,426,20,"0,05","0,15"
CA-2016-164882,1296,146,"0,11","0,2"
CA-2016-165050,7,2,"0,35","0,2"
CA-2016-165050,21,7,"0,34","0,2"
CA-2016-165050,774,224,"0,29",0
CA-2016-165057,9,4,"0,49",0
CA-2016-165057,181,49,"0,27",0
CA-2016-165085,29,14,"0,49",0
CA-2016-165085,356,103,"0,29",0
CA-2016-165162,1118,56,"0,05",0
CA-2016-165414,48,5,"0,1","0,2"
CA-2016-165554,11,5,"0,49",0
CA-2016-165624,9,4,"0,49",0
CA-2016-165624,21,10,"0,45",0
CA-2016-165624,26,7,"0,26",0
CA-2016-165624,98,49,"0,5",0
CA-2016-165624,194,95,"0,49",0
CA-2016-165624,252,48,"0,19",0
CA-2016-165624,543,152,"0,28",0
CA-2016-165799,118,1,"0,01","0,1"
CA-2016-165813,29,3,"0,09","0,2"
CA-2016-166135,139,17,"0,13","0,2"
CA-2016-166219,103,-16,"-0,16","0,3"
CA-2016-166219,1100,82,"0,08","0,2"
CA-2016-166338,15,-10,"-0,7","0,7"
CA-2016-166464,13,6,"0,48",0
CA-2016-166464,480,60,"0,13","0,2"
CA-2016-166492,23,6,"0,26",0
CA-2016-166492,26,12,"0,48",0
CA-2016-166583,972,109,"0,11","0,2"
CA-2016-166604,18,9,"0,49",0
CA-2016-166800,31,8,"0,27",0
CA-2016-166947,1523,169,"0,11","0,1"
CA-2016-166975,692,190,"0,28","0,2"
CA-2016-167010,8,2,"0,31","0,2"
CA-2016-167010,10,-7,"-0,67","0,7"
CA-2016-167010,15,-3,"-0,22","0,4"
CA-2016-167010,42,-10,"-0,23","0,4"
CA-2016-167010,98,18,"0,19","0,2"
CA-2016-167010,352,-211,"-0,6","0,5"
CA-2016-167010,547,-68,"-0,13","0,2"
CA-2016-167010,564,21,"0,04","0,2"
CA-2016-167255,13,6,"0,48",0
CA-2016-167255,16,4,"0,28",0
CA-2016-167255,147,73,"0,5",0
CA-2016-167269,6,2,"0,35","0,2"
CA-2016-167374,17,5,"0,3","0,2"
CA-2016-167374,40,13,"0,31","0,2"
CA-2016-167479,19,9,"0,48",0
CA-2016-167696,31,15,"0,47",0
CA-2016-167745,12,5,"0,47",0
CA-2016-167745,17,5,"0,3",0
CA-2016-167745,24,10,"0,42",0
CA-2016-168004,393,43,"0,11",0
CA-2016-168088,66,24,"0,36","0,2"
CA-2016-168088,383,-68,"-0,18","0,32"
CA-2016-168186,15,7,"0,47",0
CA-2016-168207,12,4,"0,35","0,2"
CA-2016-168207,97,34,"0,35",0
CA-2016-168207,117,41,"0,35","0,2"
CA-2016-168207,512,-30,"-0,06","0,15"
CA-2016-168277,12,6,"0,46",0
CA-2016-168459,3,-2,"-0,7","0,7"
CA-2016-168459,55,19,"0,34","0,2"
CA-2016-168480,26,8,"0,29",0
CA-2016-168480,194,31,"0,16",0
CA-2016-168529,146,63,"0,43",0
