order_id,product_id,product_name,category,sub_category,manufacturer,unit_price,quantity,shipping_price
CA-2016-104346,Master-2786,"Master Caster Door Stop, Large Neon Orange",Furniture,Furnishings,Master Caster,"7,22",9,"6,46"
CA-2016-104346,DAX-2787,DAX Wood Document Frame,Furniture,Furnishings,DAX,"13,75",5,"6,46"
CA-2016-104346,Logitech-2788,Logitech Keyboard K120,Technology,Accessories,Logitech,"18,13",4,"6,46"
CA-2016-104346,Bush-2789,"Bush Westfield Collection Bookcases, Dark Cherry Finish",Furniture,Bookcases,Bush,"58,33",4,"6,46"
CA-2016-104346,Xerox-2790,Xerox 1932,Office Supplies,Paper,Xerox,"35,42",3,"6,46"
CA-2016-104346,Bevis-2791,Bevis Rectangular Conference Tables,Furniture,Tables,Bevis,146,5,"6,46"
CA-2016-104486,GBC-2792,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Office Supplies,Binders,GBC,15,1,"10,99"
CA-2016-104486,Acme-2793,"Acme 10"" Easy Grip Assistive Scissors",Office Supplies,Supplies,Acme,"17,5",2,"10,99"
CA-2016-104486,Eldon-2794,Eldon Simplefile Box Office,Office Supplies,Storage,Eldon,"12,33",3,"10,99"
CA-2016-104493,GBC-2795,GBC Personal VeloBind Strips,Office Supplies,Binders,GBC,"12,08",6,"14,3"
CA-2016-104514,Newell-2796,Newell 313,Office Supplies,Art,Newell,"3,33",3,"0,76"
CA-2016-104514,Xerox-2797,Xerox 1959,Office Supplies,Paper,Xerox,"6,67",3,"0,76"
CA-2016-104514,SAFCO-2798,"SAFCO Mobile Desk Side File, Wire Frame",Office Supplies,Storage,SAFCO,43,2,"0,76"
CA-2016-104626,Global-2799,"Global Value Steno Chair, Gray",Furniture,Chairs,Global,61,1,"13,53"
CA-2016-104626,Deluxe-2800,Deluxe Heavy-Duty Vinyl Round Ring Binder,Office Supplies,Binders,Other,23,5,"13,53"
CA-2016-104626,Deflect-o-2801,Deflect-o Glass Clear Studded Chair Mats,Furniture,Furnishings,Deflect-o,62,2,"13,53"
CA-2016-104626,Adjustable-2802,Adjustable Depth Letter/Legal Cart,Office Supplies,Storage,Other,"181,5",6,"13,53"
CA-2016-104871,Office-2803,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Furniture,Chairs,Office Star,"131,07",4,"14,07"
CA-2016-104941,Avery-2804,Avery Heavy-Duty EZD View Binder with Locking Rings,Office Supplies,Binders,Avery,"6,33",3,"6,61"
CA-2016-104941,Newell-2805,Newell 31,Office Supplies,Art,Newell,"4,17",6,"6,61"
CA-2016-104941,Xerox-2806,Xerox 204,Office Supplies,Paper,Xerox,"6,4",5,"6,61"
CA-2016-104941,Brother-2807,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Technology,Copiers,Brother,300,3,"6,61"
CA-2016-104948,Universal-2808,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",Office Supplies,Binders,Universal,"6,25",2,"11,86"
CA-2016-104948,Xerox-2809,Xerox 1900,Office Supplies,Paper,Xerox,"4,29",7,"11,86"
CA-2016-104948,O'Sullivan-2810,O'Sullivan Living Dimensions 3-Shelf Bookcases,Furniture,Bookcases,O'Sullivan,"200,88",4,"11,86"
CA-2016-105102,Xerox-2811,Xerox 1967,Office Supplies,Paper,Xerox,"6,5",2,"0,94"
CA-2016-105102,Bush-2812,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Furniture,Bookcases,Bush,"57,5",1,"0,94"
CA-2016-105102,GBC-2813,GBC Twin Loop Wire Binding Elements,Office Supplies,Binders,GBC,"33,33",3,"0,94"
CA-2016-105158,Longer-Life-2814,Longer-Life Soft White Bulbs,Furniture,Furnishings,Other,3,2,"13,27"
CA-2016-105158,Xerox-2815,Xerox 1881,Office Supplies,Paper,Xerox,"12,33",3,"13,27"
CA-2016-105221,Brites-2816,"Brites Rubber Bands, 1 1/2 oz. Box",Office Supplies,Fasteners,Other,"1,88",2,"20,11"
CA-2016-105221,SanDisk-2817,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Technology,Accessories,SanDisk,"21,88",2,"20,11"
CA-2016-105312,UniKeep-2818,UniKeep View Case Binders,Office Supplies,Binders,Other,"4,44",3,"17,16"
CA-2016-105312,Redi-Strip-2819,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Office Supplies,Envelopes,Other,"2,92",3,"17,16"
CA-2016-105347,Prang-2820,Prang Colored Pencils,Office Supplies,Art,Prang,3,5,"14,86"
CA-2016-105347,Xerox-2821,Xerox 1919,Office Supplies,Paper,Xerox,41,9,"14,86"
CA-2016-105361,Ampad-2822,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Office Supplies,Paper,Ampad,"4,5",4,"10,09"
CA-2016-105508,Blue-2823,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Office Supplies,Envelopes,Other,40,1,"10,09"
CA-2016-105571,Avery-2824,Avery Hanging File Binders,Office Supplies,Binders,Avery,"5,93",9,"7,26"
CA-2016-105571,GBC-2825,GBC DocuBind TL300 Electric Binding System,Office Supplies,Binders,GBC,"896,67",5,"7,26"
CA-2016-105599,Eldon-2826,Eldon Shelf Savers Cubes and Bins,Office Supplies,Storage,Eldon,7,2,"46,14"
CA-2016-105599,Anderson-2827,Anderson Hickey Conga Table Tops & Accessories,Furniture,Tables,Other,15,3,"46,14"
CA-2016-105613,Verbatim-2828,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",Technology,Accessories,Verbatim,"11,67",3,"11,74"
CA-2016-105613,Tripp-2829,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Office Supplies,Appliances,Tripp Lite,"60,83",6,"11,74"
CA-2016-105627,Boston-2830,Boston 1900 Electric Pencil Sharpener,Office Supplies,Art,Boston,15,1,"12,76"
CA-2016-105627,Deflect-o-2831,Deflect-o Glass Clear Studded Chair Mats,Furniture,Furnishings,Deflect-o,"62,17",6,"12,76"
CA-2016-105627,Rush-2832,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Furniture,Bookcases,Rush,171,3,"12,76"
CA-2016-105627,Nortel-2833,Nortel Meridian M3904 Professional Digital phone,Technology,Phones,Nortel,154,5,"12,76"
CA-2016-105627,Hon-2834,Hon Mobius Operator's Chair,Furniture,Chairs,Hon,123,7,"12,76"
CA-2016-105634,American-2835,American Pencil,Office Supplies,Art,Other,"2,4",5,"13,53"
CA-2016-105690,Self-Adhesive-2836,Self-Adhesive Address Labels for Typewriters by Universal,Office Supplies,Labels,Universal,"7,5",2,"2,94"
CA-2016-105690,O'Sullivan-2837,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Furniture,Bookcases,O'Sullivan,"180,88",2,"2,94"
CA-2016-105690,Sharp-2838,Sharp 1540cs Digital Laser Copier,Technology,Copiers,Sharp,550,1,"2,94"
CA-2016-105725,Hon-2839,Hon 61000 Series Interactive Training Tables,Furniture,Tables,Hon,45,1,"8,84"
CA-2016-105725,Avery-2840,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Office Supplies,Labels,Avery,"30,5",2,"8,84"
CA-2016-105844,Newell-2841,Newell 319,Office Supplies,Art,Newell,"19,75",4,"2,69"
CA-2016-105970,50-2842,50 Colored Long Pencils,Office Supplies,Art,Other,10,1,"12,51"
CA-2016-105970,Brown-2843,Brown Kraft Recycled Envelopes,Office Supplies,Envelopes,Other,17,6,"12,51"
CA-2016-106187,Eldon-2844,"Eldon Stackable Tray, Side-Load, Legal, Smoke",Furniture,Furnishings,Eldon,9,3,"7,17"
CA-2016-106187,Dell-2845,Dell Slim USB Multimedia Keyboard,Technology,Accessories,Other,25,3,"7,17"
CA-2016-106187,GBC-2846,GBC DocuBind P100 Manual Binding Machine,Office Supplies,Binders,GBC,166,1,"7,17"
CA-2016-106208,3M-2847,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,Office Supplies,Appliances,3M,"37,86",7,"13,2"
CA-2016-106215,Staples-2848,Staples,Office Supplies,Fasteners,Other,"4,06",4,"7,98"
CA-2016-106257,Iceberg-2849,"Iceberg OfficeWorks 42"" Round Tables",Furniture,Tables,Iceberg,"151,25",2,"6,7"
CA-2016-106257,Polycom-2850,Polycom CX600 IP Phone VoIP phone,Technology,Phones,Polycom,300,2,"6,7"
CA-2016-106320,Bretford-2851,Bretford CR4500 Series Slim Rectangular Table,Furniture,Tables,Bretford,"348,33",3,"6,5"
CA-2016-106362,GBC-2852,GBC Plasticlear Binding Covers,Office Supplies,Binders,GBC,"11,11",3,"7,05"
CA-2016-106565,Xerox-2853,Xerox 205,Office Supplies,Paper,Xerox,"6,5",8,"16,54"
CA-2016-106978,Wilson-2854,Wilson Jones Easy Flow II Sheet Lifters,Office Supplies,Binders,Wilson Jones,"1,67",2,"9,55"
CA-2016-106978,Staples-2855,Staples,Office Supplies,Fasteners,Other,"2,08",3,"9,55"
CA-2016-106978,#10-2856,"#10 White Business Envelopes,4 1/8 x 9 1/2",Office Supplies,Envelopes,Other,"16,25",1,"9,55"
CA-2016-107020,Large-2857,Large Capacity Hanging Post Binders,Office Supplies,Binders,Other,25,2,"11,86"
CA-2016-107083,Storex-2858,Storex DuraTech Recycled Plastic Frosted Binders,Office Supplies,Binders,Storex,5,2,"8,21"
CA-2016-107083,Eldon-2859,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",Office Supplies,Art,Eldon,"3,13",2,"8,21"
CA-2016-107083,Cardinal-2860,Cardinal Hold-It CD Pocket,Office Supplies,Binders,Cardinal,8,5,"8,21"
CA-2016-107083,Kensington-2861,Kensington 6 Outlet SmartSocket Surge Protector,Office Supplies,Appliances,Kensington,"41,67",3,"8,21"
CA-2016-107468,Newell-2862,Newell 320,Office Supplies,Art,Newell,"4,38",2,"10,85"
CA-2016-107678,Wilson-2863,"Wilson Jones Hanging View Binder, White, 1""",Office Supplies,Binders,Wilson Jones,7,3,"10,85"
CA-2016-107678,Global-2864,Global Deluxe Office Fabric Chairs,Furniture,Chairs,Global,96,2,"10,85"
CA-2016-107678,Tenex-2865,"Tenex ""The Solids"" Textured Chair Mats",Furniture,Furnishings,Tenex,70,3,"10,85"
CA-2016-107678,Jabra-2866,Jabra SPEAK 410,Technology,Phones,Jabra,94,5,"10,85"
CA-2016-107685,Xerox-2867,Xerox 1997,Office Supplies,Paper,Xerox,"6,5",4,"0,18"
CA-2016-107685,DAX-2868,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Furniture,Furnishings,DAX,"20,25",4,"0,18"
CA-2016-107741,Dixon-2869,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Art,Dixon,"3,75",1,"15,76"
CA-2016-107902,SAFCO-2870,"SAFCO Mobile Desk Side File, Wire Frame",Office Supplies,Storage,SAFCO,"42,73",11,"9,32"
CA-2016-107937,Rubbermaid-2871,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Furniture,Furnishings,Other,111,6,"13,5"
CA-2016-108119,Iceberg-2872,"Iceberg OfficeWorks 42"" Round Tables",Furniture,Tables,Iceberg,151,2,"14,43"
CA-2016-108259,Eldon-2873,Eldon Wave Desk Accessories,Furniture,Furnishings,Eldon,"6,25",1,"14,61"
CA-2016-108259,Permanent-2874,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",Office Supplies,Labels,Other,"6,25",1,"14,61"
CA-2016-108259,OIC-2875,OIC Binder Clips,Office Supplies,Fasteners,Other,"3,64",11,"14,61"
CA-2016-108259,Poly-2876,Poly Designer Cover & Back,Office Supplies,Binders,Poly,"19,05",7,"14,61"
CA-2016-108532,Logitech-2877,Logitech Desktop MK120 Mouse and keyboard Combo,Technology,Accessories,Logitech,"16,43",7,"5,45"
CA-2016-108532,Samsung-2878,Samsung Rugby III,Technology,Phones,Samsung,66,2,"5,45"
CA-2016-108588,Wilson-2879,Wilson Jones data.warehouse D-Ring Binders with DublLock,Office Supplies,Binders,Wilson Jones,"8,13",2,"10,09"
CA-2016-108588,#10--2880,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Office Supplies,Envelopes,Other,"8,5",2,"10,09"
CA-2016-108588,Newell-2881,Newell 34,Office Supplies,Art,Newell,20,3,"10,09"
CA-2016-108665,G.E.-2882,G.E. Halogen Desk Lamp Bulbs,Furniture,Furnishings,G. E.,7,2,"10,09"
CA-2016-108665,OtterBox-2883,OtterBox Commuter Series Case - Samsung Galaxy S4,Technology,Phones,OtterBox,25,5,"10,09"
CA-2016-108665,Howard-2884,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Furniture,Furnishings,Howard Miller,52,3,"10,09"
CA-2016-108665,Iceberg-2885,Iceberg Mobile Mega Data/Printer Cart,Office Supplies,Storage,Iceberg,"120,4",5,"10,09"
CA-2016-108672,Seth-2886,"Seth Thomas 13 1/2"" Wall Clock",Furniture,Furnishings,Seth Thomas,"17,83",6,"14,86"
CA-2016-109001,Avery-2887,Avery Round Ring Poly Binders,Office Supplies,Binders,Avery,"3,33",3,"7,98"
CA-2016-109001,Sony-2888,Sony 16GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,Sony,"12,5",1,"7,98"
CA-2016-109001,Samsung-2889,Samsung Convoy 3,Technology,Phones,Samsung,"110,95",7,"7,98"
CA-2016-109113,Maxell-2890,Maxell 4.7GB DVD+RW 3/Pack,Technology,Accessories,Maxell,"15,63",2,"13,2"
CA-2016-109169,Tyvek-2891,Tyvek Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Envelopes,Tyvek,"90,5",2,"5,45"
CA-2016-109190,Ibico-2892,Ibico Plastic Spiral Binding Combs,Office Supplies,Binders,Ibico,30,1,"10,96"
CA-2016-109190,TOPS-2893,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",Office Supplies,Paper,TOPS,"9,53",8,"10,96"
CA-2016-109190,Canon-2894,Canon PC-428 Personal Copier,Technology,Copiers,Canon,200,3,"10,96"
CA-2016-109197,Ibico-2895,Ibico Hi-Tech Manual Binding System,Office Supplies,Binders,Ibico,305,2,"7,24"
CA-2016-109337,Crayola-2896,"Crayola Anti Dust Chalk, 12/Pack",Office Supplies,Art,Crayola,"1,83",6,"2,77"
CA-2016-109337,Hoover-2897,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",Office Supplies,Appliances,Hoover,4,5,"2,77"
CA-2016-109337,Ricoh-2898,Ricoh - Ink Collector Unit for GX3000 Series Printers,Technology,Machines,Other,42,2,"2,77"
CA-2016-109337,Imation-2899,Imation Bio 2GB USB Flash Drive Imation Corp,Technology,Accessories,Imation,"131,33",3,"2,77"
CA-2016-109386,Newell-2900,Newell 314,Office Supplies,Art,Newell,"5,6",5,"2,36"
CA-2016-109386,Holmes-2901,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Office Supplies,Appliances,Holmes,"14,67",3,"2,36"
CA-2016-109386,Deflect-o-2902,Deflect-o Glass Clear Studded Chair Mats,Furniture,Furnishings,Deflect-o,"62,33",3,"2,36"
CA-2016-109386,AT&T-2903,AT&T 17929 Lendline Telephone,Technology,Phones,AT&T,"45,2",5,"2,36"
CA-2016-109386,Hunt-2904,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,Art,Hunt,38,7,"2,36"
CA-2016-109470,GBC-2905,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Office Supplies,Binders,GBC,"15,25",4,"1,51"
CA-2016-109470,Aluminum-2906,Aluminum Screw Posts,Office Supplies,Binders,Other,"15,2",5,"1,51"
CA-2016-109470,Tuf-Vin-2907,Tuf-Vin Binders,Office Supplies,Binders,Other,"31,67",3,"1,51"
CA-2016-109470,Ibico-2908,Ibico Plastic Spiral Binding Combs,Office Supplies,Binders,Ibico,"30,42",12,"1,51"
CA-2016-109512,Staple-2909,Staple envelope,Office Supplies,Envelopes,Staple envelope,"9,67",3,"46,14"
CA-2016-109512,Global-2910,"Global Value Mid-Back Manager's Chair, Gray",Furniture,Chairs,Global,"60,95",7,"46,14"
CA-2016-109512,Fellowes-2911,"Fellowes Strictly Business Drawer File, Letter/Legal Size",Office Supplies,Storage,Fellowes,"140,75",4,"46,14"
CA-2016-109575,Acco-2912,Acco Perma 3000 Stacking Storage Drawers,Office Supplies,Storage,Acco,21,2,"5,14"
CA-2016-109575,Acco-2913,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Office Supplies,Binders,Acco,"16,25",4,"5,14"
CA-2016-109575,Samsung-2914,Samsung Galaxy S4 Active,Technology,Phones,Samsung,500,1,"5,14"
CA-2016-109575,Safco-2915,Safco Industrial Wire Shelving System,Office Supplies,Storage,SAFCO,91,7,"5,14"
CA-2016-109575,Polycom-2916,Polycom VVX 310 VoIP phone,Technology,Phones,Polycom,180,7,"5,14"
CA-2016-109603,Xerox-2917,Xerox 1991,Office Supplies,Paper,Xerox,"22,88",8,"14,78"
CA-2016-109638,Acco-2918,Acco D-Ring Binder w/DublLock,Office Supplies,Binders,Acco,"21,25",3,7
CA-2016-109638,3M-2919,3M Office Air Cleaner,Office Supplies,Appliances,3M,26,4,7
CA-2016-109638,Logitech-2920,Logitech G700s Rechargeable Gaming Mouse,Technology,Accessories,Logitech,100,9,7
CA-2016-109708,Wi-Ex-2921,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,Technology,Phones,Other,"145,94",4,"9,62"
CA-2016-109736,Xerox-2922,Xerox 1894,Office Supplies,Paper,Xerox,"6,43",7,"16,04"
CA-2016-109862,ClearOne-2923,ClearOne Communications CHAT 70 OC Speaker Phone,Technology,Phones,ClearOne,159,1,"14,31"
CA-2016-109862,Iceberg-2924,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",Furniture,Chairs,Iceberg,"58,2",5,"14,31"
CA-2016-109939,Newell-2925,Newell 321,Office Supplies,Art,Newell,"3,13",2,"14,45"
CA-2016-110016,Easy-staple-2926,Easy-staple paper,Office Supplies,Paper,Easy-staple paper,5,4,"5,45"
CA-2016-110016,Global-2927,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs,Global,123,9,"5,45"
CA-2016-110093,Message-2928,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",Office Supplies,Paper,Message Book,10,2,"7,98"
CA-2016-110093,Verbatim-2929,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",Technology,Accessories,Verbatim,"23,13",2,"7,98"
CA-2016-110247,SpineVue-2930,SpineVue Locking Slant-D Ring Binders by Cardinal,Office Supplies,Binders,Other,"8,89",3,"12,47"
CA-2016-110289,Xerox-2931,Xerox 1898,Office Supplies,Paper,Xerox,"6,6",5,"10,99"
CA-2016-110289,Strathmore-2932,"Strathmore #10 Envelopes, Ultimate White",Office Supplies,Envelopes,Strathmore,"52,75",4,"10,99"
CA-2016-110324,Newell-2933,Newell 307,Office Supplies,Art,Newell,2,2,"13,85"
CA-2016-110324,Wirebound-2934,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Office Supplies,Paper,Wirebound,"9,5",2,"13,85"
CA-2016-110324,Xerox-2935,Xerox 207,Office Supplies,Paper,Xerox,"6,33",3,"13,85"
CA-2016-110345,Avery-2936,Avery 514,Office Supplies,Labels,Avery,"3,13",2,"0,82"
CA-2016-110457,Hon-2937,Hon Racetrack Conference Tables,Furniture,Tables,Hon,"262,67",3,7
CA-2016-110548,ShoreTel-2938,ShoreTel ShorePhone IP 230 VoIP phone,Technology,Phones,Other,"168,93",7,"11,99"
CA-2016-110632,KeyTronic KT800P2-2939,KeyTronic KT800P2 - Keyboard - Black,Technology,Accessories,KeyTronic,15,1,"0,94"
CA-2016-110632,Tenex-2940,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Office Supplies,Storage,Tenex,17,2,"0,94"
CA-2016-110667,Avery-2941,Avery Round Ring Poly Binders,Office Supplies,Binders,Avery,"2,81",4,"10,09"
CA-2016-110667,DIXON-2942,DIXON Ticonderoga Erasable Checking Pencils,Office Supplies,Art,Dixon,"5,5",2,"10,09"
CA-2016-110667,GBC-2943,GBC Prestige Therm-A-Bind Covers,Office Supplies,Binders,GBC,"34,17",3,"10,09"
CA-2016-110667,Eldon-2944,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,Furniture,Furnishings,Eldon,54,2,"10,09"
CA-2016-110744,Safco-2945,Safco Industrial Wire Shelving,Office Supplies,Storage,SAFCO,96,7,"11,14"
CA-2016-110765,Mitel-2946,Mitel MiVoice 5330e IP Phone,Technology,Phones,Mitel,275,3,"0,94"
CA-2016-110814,Xerox-2947,Xerox 188,Office Supplies,Paper,Xerox,"11,5",2,"0,94"
CA-2016-110814,Global-2948,"Global Armless Task Chair, Royal Blue",Furniture,Chairs,Global,"61,11",3,"0,94"
CA-2016-110814,Avery-2949,Avery Arch Ring Binders,Office Supplies,Binders,Avery,58,5,"0,94"
CA-2016-110863,Easy-staple-2950,Easy-staple paper,Office Supplies,Paper,Easy-staple paper,"35,33",3,"6,07"
CA-2016-110863,Tennsco-2951,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Office Supplies,Storage,Tennsco,"135,25",4,"6,07"
CA-2016-110863,Hon-2952,Hon Olson Stacker Chairs,Furniture,Chairs,Hon,"264,8",5,"6,07"
CA-2016-110870,Staple-2953,Staple remover,Office Supplies,Supplies,Staple remover,"3,71",7,"18,39"
CA-2016-110870,Logitech-2954,Logitech Wireless Marathon Mouse M705,Technology,Accessories,Logitech,50,6,"18,39"
CA-2016-110877,Xerox-2955,Xerox 212,Office Supplies,Paper,Xerox,"6,43",7,"23,68"
CA-2016-110877,Jabra-2956,Jabra SPEAK 410,Technology,Phones,Jabra,"93,75",2,"23,68"
CA-2016-110891,Global-2957,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs,Global,"122,86",4,"7,98"
CA-2016-110947,Vinyl-2958,Vinyl Sectional Post Binders,Office Supplies,Binders,Other,"37,67",3,"11,49"
CA-2016-111017,Acme-2959,"Acme 10"" Easy Grip Assistive Scissors",Office Supplies,Supplies,Acme,"17,67",3,"12,15"
CA-2016-111038,GuestStacker-2960,GuestStacker Chair with Chrome Finish Legs,Furniture,Chairs,Other,"371,81",9,"14,3"
CA-2016-111073,KI-2961,KI Adjustable-Height Table,Furniture,Tables,KI,"86,67",1,"10,22"
CA-2016-111094,Tops-2962,Tops Wirebound Message Log Books,Office Supplies,Paper,TOPS,"3,5",2,"13,53"
CA-2016-111094,Wilson-2963,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Office Supplies,Binders,Wilson Jones,41,3,"13,53"
CA-2016-111164,OtterBox-2964,OtterBox Commuter Series Case - iPhone 5 & 5s,Technology,Phones,OtterBox,22,1,"10,09"
CA-2016-111164,Maxell-2965,Maxell 4.7GB DVD-R,Technology,Accessories,Maxell,"28,33",3,"10,09"
CA-2016-111164,Kensington-2966,Kensington 4 Outlet MasterPiece Compact Power Control Center,Office Supplies,Appliances,Kensington,"81,4",5,"10,09"
CA-2016-111199,Xerox-2967,Xerox 1910,Office Supplies,Paper,Xerox,"47,92",3,"14,61"
CA-2016-111206,Logitech-2968,Logitech G35 7.1-Channel Surround Sound Headset,Technology,Accessories,Logitech,130,4,"14,3"
CA-2016-111234,Smead-2969,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,Office Supplies,Labels,Smead,3,3,"14,86"
CA-2016-111297,Wilson-2970,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,Office Supplies,Binders,Wilson Jones,"5,78",9,"5,49"
CA-2016-111325,Pressboard-2971,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,Binders,Pressboard,"4,44",3,"16,49"
CA-2016-111325,Eldon-2972,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",Office Supplies,Art,Eldon,"3,33",6,"16,49"
CA-2016-111339,Ideal-2973,Ideal Clamps,Office Supplies,Fasteners,Other,2,5,"17,58"
CA-2016-111339,Tensor-2974,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Furniture,Furnishings,Tensor,"13,13",4,"17,58"
CA-2016-111339,Novimex-2975,Novimex Swivel Fabric Task Chair,Furniture,Chairs,Novimex,"150,95",3,"17,58"
CA-2016-111395,GBC-2976,GBC Recycled Regency Composition Covers,Office Supplies,Binders,GBC,60,2,"12,55"
CA-2016-111395,Tenex-2977,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Office Supplies,Storage,Tenex,"16,88",2,"12,55"
CA-2016-111395,Xerox-2978,Xerox 1915,Office Supplies,Paper,Xerox,105,4,"12,55"
CA-2016-111458,Dell-2979,Dell Slim USB Multimedia Keyboard,Technology,Accessories,Other,25,2,"10,09"
CA-2016-111507,Newell-2980,Newell 310,Office Supplies,Art,Newell,"1,67",3,"9,27"
CA-2016-111514,Memorex-2981,Memorex Micro Travel Drive 32 GB,Technology,Accessories,Memorex,37,1,"16,04"
CA-2016-111514,GBC-2982,GBC Prestige Therm-A-Bind Covers,Office Supplies,Binders,GBC,"34,25",5,"16,04"
CA-2016-111514,Lexmark-2983,Lexmark S315 Color Inkjet Printer,Technology,Machines,Lexmark,100,3,"16,04"
CA-2016-111514,Atlantic-2984,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,Bookcases,Atlantic,"261,01",7,"16,04"
CA-2016-111612,Staples-2985,Staples,Office Supplies,Fasteners,Other,"1,88",2,"6,86"
CA-2016-111612,Seth-2986,"Seth Thomas 13 1/2"" Wall Clock",Furniture,Furnishings,Seth Thomas,"17,75",5,"6,86"
CA-2016-111703,Easy-staple-2987,Easy-staple paper,Office Supplies,Paper,Easy-staple paper,5,3,"6,63"
CA-2016-111703,Xerox-2988,Xerox 1957,Office Supplies,Paper,Xerox,"6,67",3,"6,63"
CA-2016-111780,Important-2989,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Office Supplies,Paper,Other,"4,33",3,"6,71"
CA-2016-111780,Great-2990,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Office Supplies,Paper,Other,6,3,"6,71"
CA-2016-111780,Brother-2991,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Technology,Copiers,Brother,300,5,"6,71"
CA-2016-111829,Multicolor-2992,Multicolor Computer Printout Paper,Office Supplies,Paper,Other,105,2,"18,38"
CA-2016-111829,Deluxe-2993,Deluxe Rollaway Locking File with Drawer,Office Supplies,Storage,Other,416,3,"18,38"
CA-2016-111829,Canon-2994,Canon PC940 Copier,Technology,Copiers,Canon,450,7,"18,38"
CA-2016-111864,Self-Adhesive-2995,Self-Adhesive Address Labels for Typewriters with Dispenser Box,Office Supplies,Labels,Other,"3,75",2,47
CA-2016-111948,Holmes-2996,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Office Supplies,Appliances,Holmes,"68,89",2,"52,32"
CA-2016-111948,Advantus-2997,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Office Supplies,Storage,Advantus,"59,71",7,"52,32"
CA-2016-111990,Wilson-2998,Wilson Jones Leather-Like Binders with DublLock Round Rings,Office Supplies,Binders,Wilson Jones,"8,33",6,"11,99"
CA-2016-112014,50-2999,50 Colored Long Pencils,Office Supplies,Art,Other,"10,2",5,"14,48"
CA-2016-112053,Memorex-3000,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",Technology,Accessories,Memorex,32,1,"0,78"
